,0
442,1052109787566153730
443,1095663279035301888
444,1079115505703755778
445,1229838296764866561
446,1229822178058698753
447,1221737158643535873
448,1228729535505555456
449,1229803683598229505
450,1087327592229818369
451,1159412590373744640
452,852774761750867969
453,898281429154529280
454,824875185996062720
455,895013614792441856
456,1222554039503683586
457,1226617471332945921
458,1229645861409390592
459,1229494671937802240
460,950556798905397248
461,755239072663236608
462,1218338068480118789
463,19585171
464,801687896411340800
465,1151501759191404544
466,2920421261
467,1180959353681129473
468,1217490449998516224
469,1143139532835098630
470,1229320986585116672
471,1229485265519087618
472,1228732523708022785
473,1228763642792988673
474,1223492633361899520
475,1221034440928976896
476,832659339072598017
477,1229424640923230215
478,949931619267231746
479,1189093986692194304
480,941747234386989056
481,3637319537
482,988855799014461443
483,1211406584317767680
484,1213516113465626625
485,2396462959
486,987157783467315200
487,2908524027
488,1229221833809039361
489,16527754
490,1144548697021267969
491,1177631365044588545
492,1229159345151184902
493,71333756
494,1229154793802936322
495,1228794622836662274
496,1221592558909915137
497,1209011704144809985
498,817004668555501569
499,2279468704
500,1210718299409014784
501,1121092709312270342
502,1218973413559230467
503,1206979075753025536
504,1229057100954861568
505,3403934135
506,1229036967549120512
507,1228631140564598786
508,866734761133436928
509,916437874412625921
510,1202300326130270208
511,1227906569360355330
512,1223294198075609089
513,947132432503005185
514,1147145631192027136
515,1227642495741386752
516,1228407498295480320
517,1228574792262934528
518,1212861788917645312
519,1198973787884138496
520,21101625
521,2791125663
522,1228446917316796418
523,1203927041369788416
524,1178389947234938880
525,1217555979749019648
526,245197660
527,1228751287258374144
528,1222984152611459072
529,1228565323483353088
530,1228386721726976000
531,1223339243180896258
532,4559480123
533,1228698027965239299
534,1407947772
535,1228436689607106565
536,1227353491577982977
537,102306375
538,1228584171494309888
539,1216387363951333378
540,1039862603235909633
541,830470361951113218
542,960143543615590400
543,1221000496472895488
544,633360888
545,1228480218978897920
546,41084732
547,1143845065892270080
548,1225544377533071361
549,817765967962996736
550,1225026883273854977
551,727115857508315136
552,1224616374468857856
553,1228411303330533376
554,1227827902873505792
555,957234350386421761
556,1226472731811753985
557,794967664137539584
558,1228323600857432066
559,1181487103902801921
560,1228266956609990657
561,700416552613576704
562,1227929713517219840
563,804361175840489472
564,1226187776430874625
565,1226566954846019586
566,1220425015138684932
567,1224484348080132097
568,955542170563497986
569,1050826220533948416
570,1227596832278274048
571,1224879370050899969
572,1105150456706277379
573,1227944443912839168
574,1200575126275854336
575,1227677556343574528
576,1126466484048363521
577,1170796026040606720
578,1226986412316209159
579,1227720832350326791
580,1227109568506998784
581,1227670942471593985
582,1227292005274812416
583,2887414516
584,3397301069
585,1181266324242087936
586,1182598820317679617
587,1227595087904854016
588,1227578624544575488
589,1266889478
590,1907380471
591,559557827
592,1186121728424067072
593,1226759987126362112
594,1211459328189747200
595,1226840294315843590
596,160287231
597,1222008865765707776
598,1120034751614783488
599,1226730515090362373
600,1227316385895927818
601,1227240960066605057
602,1223377375934717954
603,1226674653428621312
604,48559501
605,1227203959586271235
606,3670271237
607,35868252
608,1224843578251382784
609,847917825679396864
610,1223587100085379072
611,1227100974168363008
612,937869926630612992
613,1226176882221178881
614,1227041860289466368
615,1158514768329793536
616,1226454782556045313
617,1154007822394376201
618,1119679170085257217
619,191668784
620,3949698196
621,1148608170786512897
622,1091422621370142720
623,1190339147824799744
624,1225125051843956737
625,1223951145846046721
626,1220155201103024129
627,1226512156755218434
628,1164083590440902656
629,1226104973248864257
630,1194281784093093889
631,1199541540210786305
632,1226860394867765249
633,1226818327449939968
634,1177776853207044096
635,1323821731
636,1207372615498776577
637,1226792843567648768
638,3405852928
639,1203283657504493568
640,1224567113131741184
641,1222027633707212801
642,1226139790833340416
643,827289887036538880
644,1123435650475278337
645,1226541661662142467
646,2862015025
647,1226464988082114560
648,1190572042057388033
649,3306484413
650,1201105203115765760
651,768566909612724224
652,1331173838
653,1226365411660324864
654,1225901934315438083
655,1208339691759521792
656,1213169063263817728
657,1224089790133555201
658,1220167965166972930
659,1208549925467951105
660,1221960925575512066
661,890019928539099136
662,1226272090812243970
663,1225785665507528705
664,1226253899654410240
665,1225500602312073216
666,1224237881151102976
667,1153244444336033792
668,1222135925779525633
669,1215330942820073472
670,1157248604173742080
671,1153741718908473349
672,1220058242174287876
673,1225531954105327618
674,1225703474035412992
675,1225817038846861314
676,1183248613616566273
677,112756091
678,1225149520012554240
679,1156260159364194305
680,1225878401388552194
681,1225874017590050819
682,1204066629358956546
683,1225871816893325322
684,1184190407070093313
685,1179746176133939208
686,1222962065649938434
687,1225777256649445376
688,1156253032885215232
689,811238958059372545
690,1223986184503939074
691,1225697141219196928
692,1155506652264771584
693,1220438577474985984
694,1211090596753920002
695,1200565159904923648
696,1222555079955402756
697,1146493223373824000
698,1147498747196268544
699,1163339488929681409
700,1224256883797766144
701,4813296867
702,858372770664779776
703,1223228655469547522
704,1221877247113601032
705,935581729
706,1173149557741510656
707,1256969094
708,1174006232627273730
709,827899499364249601
710,1163451008002842624
711,1192596149611454464
712,976201729271312386
713,1225356832409034754
714,1222816286113247233
715,1222217755249860609
716,1099341184470867968
717,1225186758591229952
718,1225189438910869509
719,1225052209752215555
720,1224943790118535168
721,1216238817654583296
722,2788446929
723,3246608392
724,1214345849339293698
725,870539783575142400
726,1224856426289430535
727,823363180671934464
728,1223995268867162113
729,303402659
730,1225098829290180613
731,1182302787717214209
732,223464570
733,1063925332909219840
734,1225050141083742209
735,1074562112586838016
736,1225038330246680578
737,1225021959517458432
738,1224068158237093893
739,1034999653
740,1131336807189274624
741,1142571871776456704
742,873212534882537473
743,622927105
744,1160807009249320960
745,1151626621285294081
746,1224787576499920896
747,4148123788
748,1224909480934006787
749,1189016758457438208
750,1224864824380837890
751,1220019443503251457
752,977711884567810050
753,1224804119082426368
754,1001142269880225793
755,2245615566
756,1222099702000254976
757,1224276976355233792
758,777077715262377984
759,1224022423575678978
760,1224726165086244865
761,1223294001790562305
762,857578648794169348
763,1221106314002227203
764,1200746479528431617
765,1224657368211959809
766,1219322247812472834
767,1222661917967355904
768,1154682140761759746
769,1224437935317143552
770,1223642470585597954
771,1224469484859162626
772,1224389535032913925
773,1188783236182351872
774,1224254569917509633
775,1224377993235034112
776,405243789
777,1219368635405201408
778,1194111566817452033
779,1220827897537142784
780,1217086667581947906
781,1219834109905854464
782,1187609945367293954
783,1110966645214846976
784,1224211111915991042
785,1214516299138818048
786,2843373303
787,877538991322439680
788,1216555448003854336
789,1224142703052587010
790,1222565887900823552
791,1221035422077333505
792,757773275250434048
793,1224093481397891072
794,1221516223063711749
795,1201634075859025920
796,1198054931061719040
797,1223987470188077056
798,3298113782
799,1223681232166322177
800,1221149967252848640
801,1193630300481429504
802,1889372137
803,831159742601035777
804,1164254652034158592
805,296511906
806,1028741738960183296
807,1220357110741045250
808,1223912785840680961
809,1223880811990089729
810,1223265424655224833
811,1223365075156787200
812,1218702165474267136
813,84192210
814,1207417708641472512
815,1223652373844897793
816,1172190983762714624
817,1223371819253628930
818,1210523519664218112
819,1140054178108231681
820,707182076487983104
821,1223419094701150208
822,760680818721316864
823,1212259296236298240
824,1223417043757780992
825,1223393871599669248
826,1177346893116035074
827,1222351250794131456
828,1189298941256486912
829,1212506093680652289
830,1219923224978493442
831,1189519437038325760
832,1221209665318662145
833,1223227887513481217
834,1222258188654989312
835,1223163801052336129
836,1223239696253444096
837,1172118311968092161
838,1214127935428317185
839,1047644490993942528
840,1221449482836922368
841,990952810580774912
842,344166543
843,1222540389652910080
844,2615890836
845,1223044853963067392
846,1223036729810202624
847,1223031880662032386
848,1223005441631965189
849,1222903291073294338
850,1214307800702046209
851,1220786243635642368
852,1222968175312195584
853,1218899892980023296
854,1222953554148646912
855,1210218978905337856
856,1220482703499415552
857,1222923870031810561
858,1222900107982467075
859,26520186
860,1222870137960894464
861,517351577
862,1219986146979188736
863,1009957385375551488
864,1222760895627042818
865,1218625114977329152
866,545763326
867,1214698176806043654
868,2333238212
869,1053930582529466368
870,970446334858731520
871,1219738540604645377
872,1222549753822633984
873,1157175643999805440
874,22655360
875,1222559828226322436
876,1220484436900425730
877,788045322413043712
878,1200887896951136256
879,1151767730934165504
880,1222464937852837888
881,1214353692767531009
882,1152276294677094400
883,1211065486064013314
884,362192514
885,1222258975527358470
886,1221822799456751616
887,1222238056054448139
888,1222161097911828481
889,1222160789710213124
890,1220274695624384515
891,1221822733295738881
892,3188052920
893,1215735233393438720
894,1149439832361447425
895,1222130543204106241
896,1222127133142802432
897,1221845109513342976
898,1118468066818572290
899,1221554651138613248
900,1210687766926901251
901,958137678070992896
902,1222093058122141700
903,849053719006240771
904,1197312040374812673
905,1221474578188460032
906,1219056209518571520
907,1138352967726374912
908,1202621096119480325
909,1221869505422483458
910,1221497236594593792
911,1220365266170847232
912,1221855553611272193
913,1221846018939064323
914,1221844894420996099
915,1153288640233123842
916,1221439815918477312
917,1180046726876585985
918,897960831148797952
919,1173523477728550912
920,824733891663650816
921,1003406163571085313
922,819567597284892672
923,1219139010557292545
924,794952531201892353
925,412876811
926,1051108431141240832
927,1217712471932391424
928,1166027688592760834
929,1221522977826668544
930,4813700295
931,1193616753277816832
932,1217876344920559623
933,1148910205872160768
934,758984511422029824
935,1118899389886607360
936,1221571885042937856
937,33694918
938,1221514399413940224
939,1214748485725106177
940,1221423851680256000
941,826844711499550720
942,768853407385972737
943,1220468427313360896
944,1219295559112122368
945,1221193281586987008
946,3295810085
947,1124207435906990080
948,1067605514715049984
949,1052247928549634049
950,846313831961956352
951,1221128510741319680
952,1214642132587352070
953,227830275
954,1221013819469848581
955,1085610481027551234
956,1221056432742785024
957,1221051490070073344
958,880775549622390786
959,1220739664358887426
960,1170838743533666304
961,3013281776
962,855314306
963,104656395
964,1183544865054973954
965,1220592111961235456
966,1219994728235700224
967,1142796615754878976
968,1097978628690853889
969,1219295103161982977
970,1219592851497066497
971,1218553917673525250
972,1220736951881555968
973,1164552808592498689
974,807266324741296129
975,1218861338392436736
976,1208488693113270272
977,1153405786984521734
978,1220634143006035968
979,1219207352454283264
980,1114813663
981,1158910202818658304
982,1195091790447153158
983,2287433550
984,1197175966130483201
985,1220323287072460801
986,1220256543784022016
987,3285533982
988,1220023125942972418
989,1219883695684771844
990,1217115101075034112
991,1220112945075642369
992,1219416576010539008
993,967757682135445504
994,495045548
995,799587774471041024
996,1197451141547724800
997,1214310483659898882
998,1220014127713865728
999,1130396660960382976
1000,1220069826787454976
1001,1896635954
1002,1092788430231298054
1003,1217142354399891456
1004,1187121454057431040
1005,2538726188
1006,1218038446050201600
1007,1217894876093800448
1008,1211900316993511428
1009,1178379135112097793
1010,2165135798
1011,1218607725984276486
1012,1219604780470931456
1013,1219514047827267585
1014,1214605493324435456
1015,1219728848826380289
1016,1148316204563652608
1017,2243616371
1018,1130633659126562817
1019,817459409253269505
1020,1218542034694393856
1021,1184820740706721792
1022,1072408488637329408
1023,1158158058910081029
1024,1219579429891997701
1025,1217831669522161676
1026,1184579011386761217
1027,1134944766347685888
1028,451844572
1029,1046112548347674627
1030,1193159029855588352
1031,56503223
1032,975310990052007937
1033,1207427258807275520
1034,1217148464494194688
1035,1176075435710517248
1036,1082557091871641600
1037,1101821353005441024
1038,1217238201032724486
1039,980017529732116480
1040,1219334760985698306
1041,1218608306148847618
1042,1012010332687159296
1043,1214960154589978626
1044,815066099767050240
1045,1217781788619214848
1046,1219293529001922561
1047,964242543117553664
1048,2175171232
1049,1217424528424538113
1050,1218635840601149441
1051,1200358906955886592
1052,900914159625228288
1053,1211886583701372928
1054,1078677761110224896
1055,3773671283
1056,3270315277
1057,2532309527
1058,906879014068944897
1059,1201477728194699266
1060,1117553455055372292
1061,1218529261814001664
1062,1218780883097989121
1063,1048518408562720769
1064,1170236707062652928
1065,1495547264
1066,3060359328
1067,1117768101259427840
1068,1216619395474239491
1069,1217784796019150848
1070,178844394
1071,1217266484403167235
1072,1159146636163067904
1073,1218231006534258689
1074,1218768386005573632
1075,1217724561334194177
1076,1218207194920955911
1077,1218714102731804672
1078,1218669113402437633
1079,67130412
1080,523808825
1081,1218586593273040901
1082,1057793745767354368
1083,1217543816540049409
1084,2412768193
1085,1214595761545064453
1086,1112029058546786304
1087,1217193966581489664
1088,1175381997251977222
1089,1201898677754826752
1090,1218494115106754563
1091,1215676495982665728
1092,1218190626468040709
1093,1218323819561177088
1094,1218312616965177345
1095,1151882603303247872
1096,1218248613735911425
1097,1218224939527999488
1098,1218223394556129281
1099,138246884
1100,952511487007850496
1101,1196919211668496385
1102,1217198826781581314
1103,1218056659441979393
1104,1215275913002143745
1105,1213934251806093312
1106,1218011910706204672
1107,1008730249373339648
1108,1217978786660147201
1109,3880864882
1110,1217944937561456640
1111,932007938591481858
1112,1133902428993200128
1113,1217155557615984640
1114,946383169867210752
1115,1216032555499229185
1116,1214668304809385985
1117,372989338
1118,1217570806349336576
1119,1217492292392509440
1120,1217763848649875458
1121,1217764878649348096
1122,1217694844392394754
1123,1217655524776456195
1124,1096775399672033286
1125,426309626
1126,1217581254335455239
1127,1184961526517653504
1128,1211752439600148480
1129,1217555801579118594
1130,4150433992
1131,1122460488821104640
1132,20761070
1133,1062272866471809025
1134,953141039757516800
1135,1215367276276285440
1136,1217446970937217024
1137,1216731567910866944
1138,1209774393112481795
1139,847040699791020032
1140,1144301794639712258
1141,843252908963627009
1142,807716130114732032
1143,1200754692894134272
1144,1214458571204767745
1145,1217142104171913216
1146,1462673305
1147,1216991712771559425
1148,1216290475264610304
1149,1209882048082694144
1150,1214226897443278852
1151,1216466721315397633
1152,23590056
1153,1975892010
1154,1216459230502379520
1155,1217012053895979008
1156,1182748854434848768
1157,780599966699892736
1158,1207542696828493824
1159,1216866457864364040
1160,1009384258690002944
1161,1029143850764455936
1162,1215379074312540163
1163,2937418592
1164,1216278317541863425
1165,897419781070106624
1166,1216822008715128832
1167,1216808374291107840
1168,1201212153824452608
1169,1210292686709768192
1170,1209901664909611008
1171,1216737734104100864
1172,4080361383
1173,1216720074297552902
1174,1216682194321715201
1175,1213404178208325632
1176,1215752031039885312
1177,755359903456387072
1178,1216503935982358536
1179,4547772561
1180,1211413939533176832
1181,1215966264721584128
1182,1119285320774758402
1183,1216438186773241858
1184,1216419982264938506
1185,994188433227767808
1186,1216401668671184897
1187,1215735466009513985
1188,881163657069158402
1189,715092851626008576
1190,1216362083056586753
1191,1214189219163168770
1192,1028513830698143745
1193,1216350673983410177
1194,1184206701618032640
1195,1066648955050577920
1196,3001075888
1197,1216259450627072000
1198,1012443099942055939
1199,1216281504537612293
1200,900135845994344448
1201,1075422683733479424
1202,1213461558065451008
1203,2823355520
1204,1214500937697579011
1205,1207411635381559298
1206,1203623720889094145
1207,1215048166548045826
1208,1197542337444040704
1209,889532263595208704
1210,1216111319176314880
1211,1185923163659689985
1212,1144146396322369536
1213,887445266932039680
1214,1026160644972838912
1215,1096781811240353793
1216,1208807054502174720
1217,1137300087124762627
1218,845642758987624449
1219,1195434087265325056
1220,982666246587068417
1221,1101142380626001923
1222,1212911840671322113
1223,797855660499206144
1224,840983367260745728
1225,1214598292970987520
1226,908449088
1227,1216023166218272773
1228,1211398945672269824
1229,1182658442349154304
1230,1215993596350029825
1231,1215982616937222145
1232,1215701771957555208
1233,1215236526113730564
1234,607076530
1235,1213199303973298176
1236,1215745662924529669
1237,1215759787889250304
1238,1189798592371929088
1239,1215746012159127552
1240,1215720714231263235
1241,1214644634657476609
1242,4049051236
1243,586128588
1244,1137122544753008641
1245,1215673418626093061
1246,1214127821947207680
1247,1215260408757485568
1248,1086986801540186112
1249,2739865695
1250,1215605180949041153
1251,1210302258518384646
1252,1215519969837973504
1253,1214742885322510336
1254,1213378430181314560
1255,1208159412466135040
1256,1130546646192988160
1257,849036585370832896
1258,1186037286934372352
1259,1215428088278011905
1260,1214556332977573888
1261,1215372977463795712
1262,1174983646328963073
1263,1214269548146221056
1264,1215288336421654529
1265,1215224693403344896
1266,1174091876703625219
1267,218928649
1268,1214860453102391296
1269,1215251865455091713
1270,1215234236086726657
1271,1214116219625697280
1272,1210177236701200385
1273,4810504195
1274,1209291360869736449
1275,1214134615654297601
1276,1214987319398293507
1277,1214168775408287744
1278,1214949874690605056
1279,963687147344678912
1280,1214912187317272576
1281,1214938934247075840
1282,327123140
1283,1214205089922945028
1284,904777237005729792
1285,32232880
1286,1101521829892636672
1287,120413626
1288,905810656980500480
1289,772842445990195200
1290,1213889142884450304
1291,1213178257006186496
1292,1191391977574678528
1293,827686445775216641
1294,1214642422250168320
1295,1203229288708870145
1296,1211813924317716481
1297,1214620329089413120
1298,1214613079067176960
1299,1214602945901318149
1300,2322429225
1301,1214537422467411968
1302,1214554781768806401
1303,1214551541098659842
1304,709135792413790209
1305,1214396542465040390
1306,884471555178332161
1307,1209088754432036866
1308,1076763585924263937
1309,1114859591140085761
1310,2800286866
1311,1187900877388111874
1312,1213830404299350017
1313,1214256352102535169
1314,1214195636070805505
1315,1212805380088090625
1316,1214235960017211394
1317,896022721770991617
1318,1125327260020436992
1319,1211902690604617728
1320,784041641942417408
1321,3972923420
1322,1146396979293032448
1323,1005554664195149824
1324,1213192567614930944
1325,1190201396458610688
1326,1213885895272624128
1327,1214111620697165827
1328,53142870
1329,1213768355552739328
1330,1030400676667379713
1331,1121330661997076480
1332,1213601239159562241
1333,1210645391051546629
1334,1213804119112052736
1335,1126944565397786624
1336,1350065966
1337,1213882624839577600
1338,1209311296027541504
1339,1175330725853376512
1340,1210702794627461121
1341,971257496982745092
1342,1145847238318592003
1343,1203976963209224192
1344,1199550078421291008
1345,1213745965053534208
1346,1211543960843276288
1347,1059708333114957824
1348,1154471841781702656
1349,1208071734840061952
1350,1213526638417199104
1351,1168278349447356416
1352,1212269548226768897
1353,1213028954660954114
1354,951833145262985216
1355,1212343703857065985
1356,1034805516021760000
1357,1213324446565404672
1358,1213208131074805760
1359,1213489930644541441
1360,1213476642636488705
1361,1210098015857344513
1362,1193526283977863169
1363,3845630481
1364,1119344015634202625
1365,932830453500993537
1366,1212047872608239616
1367,816443227733655552
1368,1212968457353887745
1369,3327899717
1370,1195014902718566402
1371,1212739359826272258
1372,1042161302607605761
1373,733652371386060800
1374,1213073326391713793
1375,1213227157637328897
1376,1213227178332024833
1377,877335163713183745
1378,1212648256284454912
1379,1189452396256215040
1380,927153161084616704
1381,1208464235686178817
1382,1181274035201687553
1383,1213067121275441152
1384,1185300029113802759
1385,1213042554003804160
1386,1199545217822707712
1387,1212845057616662528
1388,1213001530816618496
1389,1212517533208600577
1390,1212931904535531520
1391,1058902084542590976
1392,1203454410111754240
1393,1211698874030538754
1394,1195462268961591297
1395,1052474867038076928
1396,939688282581094400
1397,983238253284417537
1398,2184519348
1399,855034894354976768
1400,1212733271328485376
1401,1212730085188333570
1402,941218532968288256
1403,1176914210644606977
1404,1210526100373331973
1405,2679282205
1406,1162769149237633025
1407,1204388982693474305
1408,1210500188428734464
1409,1204757422440681472
1410,1211189803699466240
1411,924312508890058753
1412,1212505963778822144
1413,1212348850356146177
1414,1103823701626171393
1415,1212438628414083072
1416,826825404207861760
1417,1212138017332158464
1418,1204026111895756801
1419,1203635049062633472
1420,1209729764107395072
1421,1212352776035950593
1422,1204171221237035008
1423,1198157700565291008
1424,1199629164321619968
1425,1211363885367742464
1426,1210534956633645056
1427,1210709741653110784
1428,793134320298954752
1429,1211758017579864065
1430,1151637533052342274
1431,983973298819207168
