,id,screen_name,location,protected,verified,followers_count,friends_count,listed_count,favourites_count,statuses_count,created_at,default_profile,default_profile_image
4146,321535957,xbobby76x,"Miami, FL",False,False,83,228,0,67,444,Tue Jun 21 18:42:40 +0000 2011,False,False
2799,24683509,javitaxes,Madrid,False,False,262,802,18,1077,770,Mon Mar 16 12:32:04 +0000 2009,False,False
5134,1907294893,FlexiDB,,False,False,228,590,213,202,1256,Thu Sep 26 09:15:35 +0000 2013,False,False
4838,3759990622,newcobcn,"Barcelona, Cataluña",False,False,511,257,43,719,554,Thu Sep 24 12:07:43 +0000 2015,True,False
3711,69595656,valentinberlin,"Madrid, Spain",False,False,82,544,4,1295,655,Fri Aug 28 14:06:11 +0000 2009,False,False
3462,1130772019,Ines_Riudavets,"Islas Baleares, España",False,False,182,250,4,1091,938,Tue Jan 29 11:20:22 +0000 2013,False,False
6287,145322774,Depthperpixel,"Barcelona, Spain",False,False,210,407,13,2169,1537,Tue May 18 17:44:16 +0000 2010,True,False
8646,89141655,erikvanderarend,"Enschede, The Netherlands",False,False,926,2119,84,339,724,Wed Nov 11 08:50:24 +0000 2009,True,False
4871,213273721,Himanshu810e,"Zurich, Switzerland",False,False,1162,2095,173,1561,1277,Mon Nov 08 13:30:30 +0000 2010,True,False
528,1360274683,vocappartners,"Atlanta, GA",False,False,413,1498,14,77,397,Wed Apr 17 20:06:22 +0000 2013,False,False
11986,131221067,David_Cuervo,,False,False,108,185,1,563,1477,Fri Apr 09 16:49:10 +0000 2010,False,False
6697,1201689673,coetc1,Barcelona,False,False,370,493,12,570,791,Wed Feb 20 17:32:11 +0000 2013,False,False
8748,85900239,Diobertjoel,"Caracas, Mérida, Venezuela",False,False,347,829,0,1034,563,Wed Oct 28 20:06:26 +0000 2009,False,False
7696,287656707,GuiriBusiness,Spain,False,False,727,527,28,535,917,Mon Apr 25 12:36:14 +0000 2011,True,False
3402,436582467,anademiguela,"Barcelona, Spain",False,False,275,1577,17,699,421,Wed Dec 14 09:53:44 +0000 2011,False,False
10082,1277192984,paymentdepot,"Orange, Ca",False,False,107,154,23,95,940,Mon Mar 18 08:42:08 +0000 2013,False,False
1363,2202010122,Thegendre,"Paris, France",False,False,419,1506,10,727,797,Mon Nov 18 21:31:19 +0000 2013,True,False
12019,255942484,fjnavalca,"Barcelona, Spain",False,False,594,1348,18,6691,497,Tue Feb 22 10:13:52 +0000 2011,True,False
7334,4034320091,j_winston111,"Birmingham, England",False,False,431,933,85,622,1448,Sat Oct 24 21:28:22 +0000 2015,True,False
9216,18773061,tutanrhamon,,False,False,116,403,3,60,1704,Thu Jan 08 18:27:19 +0000 2009,False,False
12185,22147659,bredesen,New York City,False,False,380,456,41,309,919,Fri Feb 27 15:01:33 +0000 2009,False,False
11889,537737910,carrasco_77,,False,False,265,325,1,147,1240,Mon Mar 26 23:21:27 +0000 2012,False,False
10972,44654947,mikem3d,Miami,False,False,124,500,26,47,1041,Thu Jun 04 16:32:37 +0000 2009,True,False
9725,2999920054,hconco,"Opelika, Alabama",False,False,1202,938,62,0,576,Mon Jan 26 16:19:07 +0000 2015,True,False
5576,84635739,soniachendler,Miami,False,False,518,522,8,191,420,Fri Oct 23 16:50:50 +0000 2009,True,False
1131,793246376972918784,dhashi92,Japan,False,False,23,247,0,831,496,Tue Nov 01 00:20:48 +0000 2016,True,False
8008,3102393924,Rainesy88,"Melbourne, Australia",False,False,89,376,21,840,547,Sun Mar 22 02:57:55 +0000 2015,False,False
9631,2225995695,mahamatnoumai,"Kuala Lumpur City, Kuala Lumpur Federal Territory",False,False,1322,1506,6,4338,1727,Sat Dec 14 21:58:10 +0000 2013,False,False
2055,802803769,MartaCuriosity,"London, England",False,False,391,2009,8,4070,683,Tue Sep 04 16:57:44 +0000 2012,False,False
1565,1025368052634996737,3rChuss,Spain,False,False,108,168,1,1740,475,Fri Aug 03 13:09:28 +0000 2018,False,False
3069,809218742,jwijerPan,,False,False,476,4996,14,33527,974,Fri Sep 07 16:48:49 +0000 2012,True,False
4960,3300883056,weareMagmaLabs,"Colima, México",False,False,1114,566,132,545,1079,Wed Jul 29 23:01:02 +0000 2015,False,False
9741,2742299641,empowertocode,Spain,False,False,1514,2974,43,736,1350,Mon Aug 18 15:23:40 +0000 2014,False,False
7131,592341378,dipaso50,Barcelona,False,False,71,419,7,3456,1271,Mon May 28 00:25:05 +0000 2012,True,False
6331,267723072,kimbielby,Scotland,False,False,15,93,1,2,940,Thu Mar 17 12:33:17 +0000 2011,False,False
9050,300590276,TheProBennie,"Oakland, CA",False,False,192,403,22,37,1008,Wed May 18 01:08:43 +0000 2011,False,False
2432,484756923,aliciacbu,Barcelona,False,False,260,1074,8,498,519,Mon Feb 06 13:13:09 +0000 2012,False,False
7808,65639323,owenkwaku,"Accra, Ghana",False,False,286,282,4,938,629,Fri Aug 14 13:52:54 +0000 2009,True,False
5981,715881850330284032,dodu_Ha,"Poznan, Poland",False,False,373,1218,43,3366,971,Fri Apr 01 12:41:48 +0000 2016,False,False
12201,54185001,CarlosStarter,"Boston, MA",False,False,336,440,15,180,1038,Mon Jul 06 11:55:41 +0000 2009,False,False
6731,3097101615,CreaticsFun,Castilla y León,False,False,266,238,6,132,406,Thu Mar 19 16:36:18 +0000 2015,False,False
7187,2844252217,Shirley_TD,,False,False,862,934,8,5318,1149,Tue Oct 07 18:45:01 +0000 2014,True,False
8961,553836961,FannySkyriis,Guadeloupe,False,False,298,418,8,322,1407,Sat Apr 14 21:05:46 +0000 2012,False,False
515,171629733,DanielFDuque,"Panama City, Panama",False,False,120,777,1,611,402,Tue Jul 27 20:09:26 +0000 2010,False,False
3426,847365601479712768,IronhackPAR,"Paris, France",False,False,625,894,20,556,460,Thu Mar 30 08:31:17 +0000 2017,True,False
4313,801812993797455872,bhavesh_velari,India,False,False,93,560,0,5728,599,Thu Nov 24 15:41:29 +0000 2016,False,False
8,623370781,estebanquirogas,México,False,False,615,269,0,5926,822,Sun Jul 01 03:23:53 +0000 2012,False,False
2593,406204927,jmozaryn,Warsaw,False,False,536,2183,4,94,510,Sun Nov 06 11:46:14 +0000 2011,False,False
492,101076584,inesriverglez,"Lisbon, Portugal",False,False,137,389,13,246,542,Fri Jan 01 22:49:10 +0000 2010,False,False
894,814886425741185024,l_dizenzo,,False,False,27,390,0,550,631,Fri Dec 30 17:30:38 +0000 2016,True,True
5731,1555615992,fozan1072,,False,False,531,5001,4,23768,1825,Sat Jun 29 13:09:23 +0000 2013,True,True
9587,789338306,JL_Cantalejo,,False,False,174,248,1,37,1409,Wed Aug 29 13:25:05 +0000 2012,False,False
5850,2824600639,PiotrMut,Poland,False,False,250,1701,65,993,539,Sun Sep 21 16:17:43 +0000 2014,True,False
5172,3244004372,annemariemaw,"Brisbane, Qld. Australia",False,False,889,1845,46,1620,1164,Sat Jun 13 07:43:08 +0000 2015,True,False
4188,3092766809,dbeauchesne2,Sherbrooke,False,False,1047,3291,49,658,662,Tue Mar 17 14:02:54 +0000 2015,True,False
10855,1536311898,jlopezxs,"☀ Barcelona, España",False,False,227,773,43,3116,1226,Fri Jun 21 11:39:43 +0000 2013,False,False
9382,498994094,rbinsztock,Paris,False,False,415,2576,33,1280,1424,Tue Feb 21 17:11:14 +0000 2012,False,False
4844,1639291537,mrsnstweeters,,False,False,270,318,13,740,647,Fri Aug 02 01:17:16 +0000 2013,False,False
11758,2199977239,HackersWeek,Málaga,False,False,1906,1065,57,1391,1683,Sun Nov 17 18:23:18 +0000 2013,False,False
1708,2926848095,arthur_houde,"Paris, Ile-de-France",False,False,678,1602,21,5298,952,Wed Dec 17 11:51:52 +0000 2014,False,False
1457,2320706439,francojean_,,False,False,206,295,0,3824,1222,Sun Feb 02 21:22:04 +0000 2014,True,False
6278,10934212,andreamangia,"Monticello Brianza, Lecco",False,False,565,704,24,170,1110,Fri Dec 07 12:57:59 +0000 2007,False,False
6484,710826171,RomainChamb,Talence,False,False,176,569,68,1027,1214,Sat Oct 12 12:27:43 +0000 2013,False,False
8427,3213323883,DimaticaSD,"Madrid, Comunidad de Madrid",False,False,396,494,63,49,687,Mon Apr 27 14:16:39 +0000 2015,False,False
3981,2584748504,alejandro_jdz,"Miami Beach, FL",False,False,171,245,36,108,1187,Mon Jun 23 23:34:41 +0000 2014,False,False
11411,269724334,AinaPascualC,Somewhere,False,False,690,1941,54,346,1124,Mon Mar 21 10:12:25 +0000 2011,False,False
11925,908004260,MarcosRamajo,Bilbao,False,False,600,1268,40,83,747,Sat Oct 27 12:20:25 +0000 2012,False,False
10895,1854892304,RockYourMeal,,False,False,372,940,15,208,589,Wed Sep 11 17:00:54 +0000 2013,False,False
4872,138362560,xfoisy,Paris,False,False,324,1040,23,12,1598,Thu Apr 29 10:07:41 +0000 2010,False,False
11088,1618280924,jeniusLogic,Global,False,False,348,1299,15,147,1603,Wed Jul 24 17:45:23 +0000 2013,False,False
4034,81431177,ngc3627,"Kyiv, Ukraine",False,False,69,481,93,60,643,Sat Oct 10 20:07:35 +0000 2009,True,False
7894,227661901,NSErnesto,,False,False,522,456,32,631,1577,Fri Dec 17 13:05:35 +0000 2010,False,False
9489,43640837,andredelrio,"Vancouver, BC, Canada",False,False,682,1647,49,1664,1362,Sun May 31 04:26:19 +0000 2009,False,False
489,46933488,niara81,"Madrid, Spain",False,False,86,280,0,1575,519,Sat Jun 13 18:12:06 +0000 2009,False,False
25,185898028,EngAbdulaziz95,Jeddah,False,False,124,346,2,517,1453,Thu Sep 02 02:42:46 +0000 2010,False,False
11896,13043722,tonicebrian,"Barcelona, España",False,False,533,1057,42,283,1770,Mon Feb 04 11:39:22 +0000 2008,True,False
9497,315551781,adrian129951,,False,False,144,494,2,20,446,Sun Jun 12 02:17:22 +0000 2011,False,False
2149,262144820,albera_ma,,False,False,552,2100,10,621,607,Mon Mar 07 13:06:21 +0000 2011,False,False
7111,2547116625,mrs_sbaker,"Pittsburgh, PA",False,False,299,839,8,1554,778,Wed May 14 10:35:40 +0000 2014,True,False
7005,321721094,DerekLaBrosse,"St Petersburg, FL",False,False,275,796,1,3210,708,Wed Jun 22 01:16:55 +0000 2011,False,False
9811,993384314,friendlyfulcrum,"Austin, Tx",False,False,285,900,14,7428,1650,Thu Dec 06 16:23:54 +0000 2012,False,False
945,45110613,edervaljunior,"Natal, RN, Brasil",False,False,389,719,4,514,1787,Sat Jun 06 11:10:15 +0000 2009,False,False
6639,529664678,aboutelsa,Madrid,False,False,274,432,25,673,563,Mon Mar 19 19:40:47 +0000 2012,True,False
5449,2446273412,CedrusDigital,"New York, NY",False,False,991,2552,116,185,847,Wed Apr 16 00:34:08 +0000 2014,False,False
11350,152094860,banegas_fer,,False,False,77,178,0,133,510,Sat Jun 05 02:13:59 +0000 2010,False,False
6323,57160973,davinchi_,,False,False,48,351,1,6563,680,Wed Jul 15 22:40:49 +0000 2009,True,False
10353,304541099,ABI2burgos,Burgos,False,False,650,421,43,525,1667,Tue May 24 17:53:29 +0000 2011,True,False
3309,471314925,federicodal,"Barcelona, España",False,False,542,1023,36,1255,916,Sun Jan 22 18:40:59 +0000 2012,False,False
11543,443217434,luisbonilla_91,,False,False,74,117,2,89,681,Wed Dec 21 23:20:26 +0000 2011,True,False
9744,622281613,meetheath,South Florida,False,False,633,1950,10,106,482,Fri Jun 29 22:09:17 +0000 2012,False,False
349,4125209895,froilainhaeckse,Berlin,False,False,236,527,14,1222,617,Fri Nov 06 07:33:41 +0000 2015,False,False
1330,741348200536113152,egriffing,"Austin, TX",False,False,279,657,22,1122,1741,Fri Jun 10 19:15:59 +0000 2016,False,False
5084,771923601532579840,ZG_Stardust,"Fort Myers, FL",False,False,352,1127,12,1891,629,Sat Sep 03 04:11:43 +0000 2016,False,False
956,29939877,lskube,"Portland, OR",False,False,1245,2818,81,927,1203,Thu Apr 09 07:03:26 +0000 2009,False,False
11201,20675467,jurjin,"Treviso, Veneto",False,False,165,1715,0,2089,492,Thu Feb 12 13:09:55 +0000 2009,False,False
1456,234845167,ro_drigoleandro,🇦🇺🇧🇷🇦🇷🇨🇴🇨🇦🇯🇵🇿🇦🇨🇱,False,False,30,1025,0,119,384,Thu Jan 06 18:25:07 +0000 2011,False,False
11328,41924229,GDesignHouseMia,Coral Gables,False,False,112,285,19,24,665,Fri May 22 23:15:03 +0000 2009,False,False
8488,1286426462,TheChirpMedia,"Calgary, AB",False,False,130,355,18,8,826,Thu Mar 21 16:44:03 +0000 2013,False,False
11812,424219177,BarcelonaIO,"Barcelona, Spain",False,False,1400,303,99,5,732,Tue Nov 29 14:19:03 +0000 2011,False,False
9857,2385747122,zwrightTM,"California, US",False,False,161,999,14,1513,677,Wed Mar 12 20:01:57 +0000 2014,False,False
10884,9689982,arvindcg,India,False,False,961,1909,138,149,1786,Thu Oct 25 18:06:57 +0000 2007,False,False
5527,733449691065679878,Ms_TCosta,"Mississauga, Ontario",False,False,223,269,12,1691,1267,Fri May 20 00:10:08 +0000 2016,False,False
0,562076241,AlbaNebotLopeez,Barcelona.,False,False,133,167,1,374,382,Tue Apr 24 12:48:02 +0000 2012,False,False
2482,732607720570884096,valeet,Spain,False,False,456,235,21,1025,1195,Tue May 17 16:24:26 +0000 2016,False,False
3755,414709805,LedesmaNando,Ecuador ,False,False,227,2118,29,500,405,Thu Nov 17 11:43:43 +0000 2011,False,False
11293,82199852,CavDragon,Colombia,False,False,95,276,11,23,1347,Tue Oct 13 21:43:28 +0000 2009,False,False
7218,740669546,danikellogg,"Charlotte, NC",False,False,447,1008,23,2367,1135,Mon Aug 06 13:51:14 +0000 2012,False,False
10991,66556221,agustin107,Corrientes - Argentina,False,False,484,1293,36,407,902,Tue Aug 18 01:34:32 +0000 2009,False,False
3647,826797048796155904,sdrobertsCode,"Leeds, England",False,False,1015,2305,11,5787,520,Wed Feb 01 14:19:12 +0000 2017,True,False
5293,3088447145,EpigenomicsNet,,False,False,1675,2591,71,252,1604,Thu Mar 12 09:57:31 +0000 2015,True,False
10201,275162486,SinfulRevenant,"Mumbai, India",False,False,132,316,0,19,518,Thu Mar 31 19:07:15 +0000 2011,False,False
11268,190659486,fguzman_,"Jaén, España.",False,False,702,2246,16,287,1330,Tue Sep 14 14:33:51 +0000 2010,False,False
6518,254006414,joyofwriting,France,False,False,453,1120,113,556,1830,Fri Feb 18 12:38:24 +0000 2011,False,False
6598,138809548,katheroine,Poland,False,False,35,141,3,119,652,Fri Apr 30 17:19:06 +0000 2010,False,False
6660,4715626692,jcre_75,"North Miami Beach, FL",False,False,40,147,0,84,472,Tue Jan 05 23:05:58 +0000 2016,True,False
10326,48522869,georgiolouis666,Ecuador,False,False,406,1064,5,22,909,Thu Jun 18 22:56:40 +0000 2009,False,False
5945,233933746,Chus_Galan,,False,False,244,1806,4,14609,1595,Tue Jan 04 13:13:29 +0000 2011,False,False
9437,2179181677,oguzakgungor,New York City,False,False,126,179,39,127,604,Thu Nov 07 02:23:36 +0000 2013,True,False
1717,23480966,JohannaGlobe,"Madrid, Spain",False,False,1124,1839,0,1627,706,Mon Mar 09 18:58:40 +0000 2009,False,False
10957,86860493,fesotovi,Madrid,False,False,192,508,20,94,702,Mon Nov 02 03:06:30 +0000 2009,False,False
495,176758828,MariaMacia,Barcelona,False,False,1080,1071,24,652,763,Tue Aug 10 10:51:29 +0000 2010,False,False
10676,428411076,grydl,"Tenerife, Islas Canarias",False,False,151,335,16,377,1027,Sun Dec 04 18:42:41 +0000 2011,True,False
5237,349667560,Julio_Arias,Madrid,False,False,268,694,16,526,554,Sat Aug 06 13:55:22 +0000 2011,False,False
11205,190293208,Maye016,Bogotá,False,False,216,193,0,114,630,Mon Sep 13 15:51:00 +0000 2010,False,False
7222,4217697231,tmindacademy,Here,False,False,1324,4676,16,1458,1092,Wed Nov 18 12:08:33 +0000 2015,True,False
2606,44007601,mlarreaza,"Barcelona, Spain",False,False,341,1858,4,5294,1695,Mon Jun 01 23:50:53 +0000 2009,False,False
10039,2183357102,DigiBizDesign,"Sydney, New South Wales",False,False,399,840,22,159,974,Sat Nov 09 01:39:20 +0000 2013,False,False
11101,704636707,PabloLaVegui,"Madrid, Comunidad de Madrid",False,False,215,866,10,3694,1516,Thu Jul 19 08:19:01 +0000 2012,False,False
8780,181490051,molmedoz,,False,False,102,182,4,113,671,Sun Aug 22 09:58:31 +0000 2010,True,False
9816,2912589971,uesteibar,"Barcelona, Spain",False,False,276,309,20,2459,420,Tue Dec 09 11:51:01 +0000 2014,True,False
9141,243788313,neneando,,False,False,234,1034,4,238,1187,Thu Jan 27 20:28:32 +0000 2011,False,False
5120,768975053136343041,SP_MikeM,Status.Stackpath.com,False,False,403,644,173,28,1292,Fri Aug 26 00:55:14 +0000 2016,True,False
10454,563921660,charles_vickery,"San Francisco, CA",False,False,406,1184,19,869,1654,Thu Apr 26 18:08:30 +0000 2012,False,False
4860,1710661746,AgileNonExec,London,False,False,107,297,8,19,681,Thu Aug 29 18:30:44 +0000 2013,False,False
10725,138305530,daniellamela1,San antonio,False,False,546,1249,1,105,889,Thu Apr 29 05:15:02 +0000 2010,True,False
3179,2222307983,Martha_rvg4,Madrid,False,False,136,347,3,790,778,Thu Dec 12 22:33:32 +0000 2013,True,False
3297,831286805840408576,Konexio_eu,"Paris, France",False,False,1024,1466,32,1454,1485,Mon Feb 13 23:39:53 +0000 2017,True,False
12020,357752892,josechul23,osorno,False,False,196,463,1,26,1059,Thu Aug 18 21:11:55 +0000 2011,False,False
10407,545432525,titconsultores,"Puerto La Cruz, Venezuela",False,False,609,1693,130,1170,1314,Wed Apr 04 20:52:58 +0000 2012,True,False
11235,1469798551,RaritetDotCO,"Hollyweird, FL, USA",False,False,80,609,2,2722,1631,Thu May 30 13:46:13 +0000 2013,False,False
9234,3066743615,Emmanueljdykes,"Oklahoma City, OK",False,False,461,1419,0,288,464,Tue Mar 03 02:07:50 +0000 2015,True,False
7652,222273453,DavidCamCas,Barcelona,False,False,221,344,14,170,1410,Thu Dec 02 23:08:17 +0000 2010,False,False
10296,2838187780,helloyoungfish,Barcelona,False,False,341,370,34,210,544,Mon Oct 20 14:49:06 +0000 2014,False,False
9878,1070191146,Arkalium07,"Ardèche , Planète Terre",False,False,233,1763,3,3204,1665,Tue Jan 08 07:04:11 +0000 2013,False,False
5479,898468592,JavaHard,"North West, England",False,False,5794,1844,23,3810,1806,Mon Oct 22 21:31:52 +0000 2012,False,False
291,61331756,jonathapaiva,São Paulo - Brasil,False,False,405,2448,14,11,650,Wed Jul 29 23:55:38 +0000 2009,True,False
4386,15119214,xDae,"Helsinki, Finland",False,False,305,490,32,483,1432,Sat Jun 14 19:39:15 +0000 2008,False,False
6162,758061,FerMartin,"Canary Islands, Spain",False,False,727,775,34,663,1322,Thu Feb 08 18:18:40 +0000 2007,False,False
5602,2815282292,DomHolmes147,London,False,False,518,924,42,1025,1007,Wed Sep 17 17:10:34 +0000 2014,False,False
5388,3728671409,beame_io,Israel,False,False,938,1963,332,4616,1608,Mon Sep 21 13:39:01 +0000 2015,False,False
10321,35280653,EleazarVqz,Mexico,False,False,27,90,1,27,546,Sat Apr 25 18:51:52 +0000 2009,False,False
4867,706098602356162560,MarlierVanessa,"Paris, France",False,False,149,832,5,239,568,Sat Mar 05 12:46:40 +0000 2016,False,False
3122,823361727433740288,errm0095,"Hassan, Morocco",False,False,205,3304,0,216,740,Mon Jan 23 02:48:27 +0000 2017,True,False
7030,2274963944,canadahorsegirl,"Calgary, Alberta",False,False,209,631,13,2610,571,Fri Jan 03 19:16:46 +0000 2014,True,False
10256,121423171,a_martg,Madrid,False,False,319,1096,35,117,693,Tue Mar 09 13:06:53 +0000 2010,False,False
1069,1075486923563696128,KristinaXwill,"Los Angeles, CA",False,False,666,2967,27,3849,1169,Wed Dec 19 20:23:58 +0000 2018,False,False
11269,607591211,saul__huerta,"Distrito Federal, México",False,False,498,1591,34,2107,940,Wed Jun 13 22:04:46 +0000 2012,False,False
6854,756176714,bbdmiami,"New York/Miami, USA",False,False,812,1963,12,59,657,Tue Aug 14 01:10:53 +0000 2012,False,False
2543,26431504,VintageBonsai,"Mexico City, Mexico",False,False,155,428,2,147,942,Wed Mar 25 04:38:31 +0000 2009,False,False
9958,89043431,buddhisttherapy,,False,False,5021,3804,55,65,1190,Tue Nov 10 22:45:39 +0000 2009,True,False
105,160644075,almsasantos,Portugal,False,False,91,329,0,3,584,Mon Jun 28 19:19:57 +0000 2010,False,False
3353,287557907,MathieuMcFly,Paris,False,False,525,1412,107,198,1515,Mon Apr 25 07:00:06 +0000 2011,False,False
8083,1044752288,abdel_elbel,"Paris, France",False,False,397,1350,16,235,872,Sat Dec 29 12:45:42 +0000 2012,False,False
11194,2516338579,CARBARJALJERRY,,False,False,162,208,1,1622,1710,Thu May 22 21:05:15 +0000 2014,True,False
8170,2911667307,EtickOficial,El VEV Madrid,False,False,330,1209,21,409,777,Mon Dec 08 22:09:08 +0000 2014,False,False
11703,1118817110,Paul_Kilfeather,Dublin,False,False,410,1251,8,979,656,Fri Jan 25 09:04:53 +0000 2013,False,False
4827,87669563,AduxSpain,"Madrid, Spain",False,False,833,1521,24,159,755,Thu Nov 05 11:56:43 +0000 2009,False,False
6007,2366262181,gosmartnetworks,"Raleigh-Durham, North Carolina",False,False,331,963,12,90,518,Sat Mar 01 00:06:19 +0000 2014,True,False
6550,344645914,imagine_ware,"Colmenarejo, Madrid",False,False,202,146,6,31,563,Fri Jul 29 11:11:59 +0000 2011,False,False
5809,50842703,WendiSpeciale,"Austin, TX",False,False,227,1048,97,948,1009,Fri Jun 26 00:35:39 +0000 2009,False,False
